-7.109676482500939532e-01,2.702009202833433932e+00
-1.010671531100779230e+00,4.380993071373381120e+00
-7.485432732852603799e-02,2.111990115061520346e+00
2.713797130715431827e-01,3.643136541125962857e+00
8.719387926568485936e-01,5.275480101983949233e+00
1.129123916130470029e-01,5.274263139016038160e+00
2.886543021794238939e-01,3.992056043709151680e+00
4.470044070512768641e-01,4.497492032378473503e+00
-1.630814891533589606e-01,2.876916615209089034e+00
1.182713409401054960e+00,4.291586747396499923e+00
2.828075219471177348e+00,8.726262581143716446e+00
6.548458902255952507e-01,3.569061611503802744e+00
-1.661633221211358258e-01,1.403398718435414416e+00
1.059483853913356644e+00,4.876199084388622040e+00
-1.076347497920905560e+00,3.367734006456167606e+00
6.693820450866261318e-01,4.909605615643022780e+00
2.796561993985992700e+00,5.578332465535538631e+00
1.213754233654071868e+00,5.529660851792376874e+00
-6.786762571600815086e-01,3.697327045345791152e+00
1.488409831581141818e+00,5.434885510906634742e+00
2.638500036676471261e+00,5.981817546981316625e+00
1.425856798892304766e+00,7.982324790652510771e+00
1.663845330162286640e+00,5.559137079684715488e+00
1.656940516292743526e+00,6.976946813863810881e+00
2.484707692732214479e+00,7.152216311642479951e+00
1.558322673650400780e+00,6.358216227289652522e+00
2.055211874345654444e+00,5.319452305605740783e+00
7.987858446674132029e-01,5.177962970823530853e+00
7.843981838269057372e-01,5.006725974844448146e+00
1.730290918351079288e+00,5.755207712034189349e+00
1.761057306968047076e+00,5.808736498523435543e+00
2.599264014485314966e+00,5.558296622542580501e+00
1.060301047090097315e+00,4.625247325838026669e+00
2.143430511754258916e+00,7.394142601433470574e+00
1.744484776377715818e+00,6.265667147432941064e+00
3.119881948049786358e-01,4.038402020015208649e+00
6.799542384643211257e-01,3.030530267172264036e+00
1.017773728399087529e+00,4.223715952504965898e+00
2.045063576868603406e+00,6.010469795292007866e+00
1.235494545465278593e+00,5.447064498433236146e+00
1.517543143100815506e+00,6.896387443993788224e+00
1.411534970896623609e+00,3.859914805027581775e+00
-1.262710856653110003e+00,3.567608322525288145e+00
9.186228895365222691e-02,3.319087987038189524e+00
1.356478503957561310e+00,6.816376684350952786e+00
7.002853894949365721e-01,5.952121941494721291e+00
3.093811947498736892e-01,5.030663344751966193e+00
3.253891386669983676e-01,4.739083273040954225e+00
5.218046802425946318e-02,5.565812459706484638e+00
6.807038106481710926e-01,4.955934751972887575e+00
1.066552073834475811e-01,1.970151962307532756e+00
1.571097081496491077e+00,7.063648666089490824e+00
9.760962453873456290e-01,7.246186650513719130e+00
1.744805569610572871e+00,5.326434896800274821e+00
-1.414104877049296327e+00,2.834345776939396266e+00
-1.064976405156675465e+00,2.723917366595215661e+00
7.284217531527859002e-01,6.805993186700751707e+00
8.061009907517128203e-01,5.629608882765126054e+00
2.757129765305356139e-01,3.645853685065362448e+00
-7.199851823559644259e-03,4.454435368510688775e+00
1.257782517936601341e+00,4.124677733598799634e+00
4.898112346577498943e-02,5.020479271667613652e+00
1.669502244633733978e+00,5.907371435285392103e+00
3.979482439542519900e-01,6.199799690130518570e+00
2.138965571833905122e-01,4.207058027278486989e+00
1.371429654042947144e+00,6.234911248575048859e+00
1.556887308085431076e+00,5.938481657837461292e+00
1.185260952133836199e+00,6.094953547199029487e+00
6.190316921811885864e-01,4.138710456113391167e+00
1.237793012361044553e+00,4.099786306926690216e+00
2.037537588934417165e+00,7.195307007467492966e+00
5.243632728825996514e-01,4.976927835920844423e+00
-1.523766280227131009e+00,2.026762606023062574e+00
1.189242748559961926e+00,6.619332600720914783e+00
2.362047090094372415e+00,6.661213239259915042e+00
1.572922022386937790e-01,5.650625308453925300e+00
2.068010743426900611e+00,5.756540913314944774e+00
1.432559896842840796e+00,4.919931111382006783e+00
6.093798350460502000e-01,3.098427668209446928e+00
2.206270755763670266e+00,6.437098751543023134e+00
4.092366742442365979e-01,6.312425829738710803e+00
1.463460116215083984e-01,3.721681489183920277e+00
1.598509828060376448e+00,6.961017454623758205e+00
2.662968220461437774e+00,5.874751765210436183e+00
-1.772250950559857152e-01,3.467798170015055526e+00
4.910565372788189276e-02,3.836107455817004297e+00
6.134007565479081547e-01,3.609142798855952350e+00
1.521444065285760816e+00,6.644976632642945802e+00
2.045938851785432888e+00,5.881750232176628401e+00
1.378309754634506223e+00,5.632666025069070770e+00
2.023979879357773015e+00,5.040482062813747888e+00
2.716406726548182604e+00,5.163437256517675600e+00
1.310397913737711750e+00,3.618902647888874391e+00
1.912019775281681877e+00,6.537002723366339474e+00
8.178990814482889338e-01,6.519276970904988922e+00
1.959372824804444191e+00,6.866234963647256606e+00
1.647519054706173769e+00,4.674531576335777316e+00
6.450615292203374374e-01,4.224032683208959860e+00
-8.946601096645134810e-02,4.205294158471459376e+00
-1.542812734147310127e+00,2.456825405034424481e+00
1.439893910119786513e+00,5.430356197447844480e+00
-2.799188540375741052e-01,3.699356505887168467e+00
1.305555699296748529e+00,3.593553674016214838e+00
1.408698848059029007e+00,4.793681258988219618e+00
8.134826270481670951e-01,4.582825847993812651e+00
5.898409102909007995e-02,3.850316652626665892e+00
5.763205138427764940e-01,3.766163658163594441e+00
2.018969852273402310e+00,6.166685529746802175e+00
8.151465652144478380e-01,5.146620456660560450e+00
-8.996670858846356200e-01,1.876597826629169852e+00
1.995068771120663165e+00,6.203329122180699429e+00
1.141228499909770155e+00,5.794527932106342760e+00
2.277421427277915189e+00,7.141280221736202805e+00
7.448027925928302206e-01,4.860027422462156466e+00
1.633190252478467386e+00,5.744829581977806576e+00
2.470732174279018700e+00,6.799762342125604597e+00
1.243055099878566327e+00,5.882367575558655304e+00
1.572807373434386147e+00,6.845175245831409683e+00
8.169710434291044265e-01,2.270439587004420723e+00
2.815310520376653747e-01,4.633245942633673842e+00
1.751094473820188124e+00,5.748275360175400195e+00
1.269592900945435199e+00,5.086136302496313100e+00
2.143989476928958027e+00,4.880753216149646079e+00
-5.478208601283434120e-01,3.764741012816259058e+00
2.462833857270881666e+00,5.643029713987957052e+00
8.594653913562466663e-01,4.095730872411654566e+00
1.047128310749983138e+00,4.700862140154267621e+00
4.649076245729821810e-02,4.273916246436561650e+00
2.344507467263535094e+00,5.549216917092043566e+00
2.025632397471952562e+00,7.377052073757964124e+00
2.277753214236404311e+00,6.471649772514116883e+00
1.534891281968478793e+00,5.803675711510745572e+00
2.547851200402353022e+00,7.726398402066090298e+00
5.078654349291703562e-01,4.307655944160297068e+00
1.213249275527700233e+00,5.459545338487362010e+00
2.118189176800932660e+00,3.549889828235130551e+00
-8.688825824461288150e-01,2.434666664806950376e+00
1.760508240707433281e+00,5.770934925650537117e+00
6.410376109706896752e-01,4.282698287672783266e+00
1.642035256061812554e+00,8.465791781023950691e+00
5.576949651466287516e-01,5.483620369687574048e+00
7.809715450747365395e-01,6.451724064320015550e+00
4.363333633716208748e-01,4.803707077318685847e+00
1.252408860762860954e+00,6.832192795093922300e+00
-2.712154453547459543e-01,4.473542231373921929e+00
1.787174112272821080e+00,5.708193176353459464e+00
-4.025453039173298997e-01,1.484510691915412739e+00
5.179465623574790456e-01,5.556517106293791031e+00
6.103932908465408147e-01,5.054906253801938476e+00
1.145241746173592867e+00,5.670032868695796147e+00
1.239667236327767652e+00,7.337039254074615435e+00
1.458107184133224044e+00,4.941635559937802569e+00
6.753554187965031819e-01,3.933105440416635901e+00
